beam,Node,F_predict,G_predict,Close0.01,Close0.001,R2,MSE,MAPE
0,11,1.03247297497105*x_i_0 + 3.143442380313734*(0.001758191003457683*x_i_0 - 1)**2 - 587.2359561279608,0.000426086478911216*x_j_0 - 1787.373977447744*(1 - 2.494286845050339e-5*x_i_0)**2/(-0.9455464994234785*(0.001758191003457683*x_i_0 - 1)**2 - 136.162296908557) + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 - 0.2423436805632996,0.022222222222222223,0.022222222222222223,-3.133820215588111,354521.8499804841,1.9143897583573013
0,12,1.03247297497105*x_i_0 + 3.143442380313734*(0.001758191003457683*x_i_0 - 1)**2 - 587.2359561279608,0.000426086478911216*x_j_0 - 1787.373977447744*(1 - 2.494286845050339e-5*x_i_0)**2/(-0.9455464994234785*(0.001758191003457683*x_i_0 - 1)**2 - 136.162296908557) + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 - 0.2423436805632996,0.022222222222222223,0.022222222222222223,-42.89818628269199,329846.77908875496,1.0329905867719071
0,13,1.03247297497105*x_i_0 + 3.143442380313734*(0.001758191003457683*x_i_0 - 1)**2 - 587.2359561279608,0.000426086478911216*x_j_0 - 1787.373977447744*(1 - 2.494286845050339e-5*x_i_0)**2/(-0.9455464994234785*(0.001758191003457683*x_i_0 - 1)**2 - 136.162296908557) + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 - 0.2423436805632996,0.022222222222222223,0.022222222222222223,0.8974797750933492,417000.97359205474,1.1308334611153192
0,14,1.03247297497105*x_i_0 + 3.143442380313734*(0.001758191003457683*x_i_0 - 1)**2 - 587.2359561279608,0.000426086478911216*x_j_0 - 1787.373977447744*(1 - 2.494286845050339e-5*x_i_0)**2/(-0.9455464994234785*(0.001758191003457683*x_i_0 - 1)**2 - 136.162296908557) + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 - 0.2423436805632996,0.022222222222222223,0.022222222222222223,-42.942513835895554,334072.7575487501,1.0906789650377149
0,15,1.03247297497105*x_i_0 + 3.143442380313734*(0.001758191003457683*x_i_0 - 1)**2 - 587.2359561279608,0.000426086478911216*x_j_0 - 1787.373977447744*(1 - 2.494286845050339e-5*x_i_0)**2/(-0.9455464994234785*(0.001758191003457683*x_i_0 - 1)**2 - 136.162296908557) + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 - 0.2423436805632996,0.022222222222222223,0.022222222222222223,-25.84589131210948,337682.5102183284,1.2093085736763274
0,16,1.03247297497105*x_i_0 + 3.143442380313734*(0.001758191003457683*x_i_0 - 1)**2 - 587.2359561279608,0.000426086478911216*x_j_0 - 1787.373977447744*(1 - 2.494286845050339e-5*x_i_0)**2/(-0.9455464994234785*(0.001758191003457683*x_i_0 - 1)**2 - 136.162296908557) + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 - 0.2423436805632996,0.022222222222222223,0.022222222222222223,-4.444531638543549,343316.8139645011,5.942723649132517
0,17,1.03247297497105*x_i_0 + 3.143442380313734*(0.001758191003457683*x_i_0 - 1)**2 - 587.2359561279608,0.000426086478911216*x_j_0 - 1787.373977447744*(1 - 2.494286845050339e-5*x_i_0)**2/(-0.9455464994234785*(0.001758191003457683*x_i_0 - 1)**2 - 136.162296908557) + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 - 0.2423436805632996,0.022222222222222223,0.022222222222222223,-41.88499579221801,330023.88730460417,1.015831186368061
0,18,1.03247297497105*x_i_0 + 3.143442380313734*(0.001758191003457683*x_i_0 - 1)**2 - 587.2359561279608,0.000426086478911216*x_j_0 - 1787.373977447744*(1 - 2.494286845050339e-5*x_i_0)**2/(-0.9455464994234785*(0.001758191003457683*x_i_0 - 1)**2 - 136.162296908557) + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 - 0.2423436805632996,0.022222222222222223,0.022222222222222223,0.46101812969839406,364076.0646018411,1.4032450320218401
0,19,1.03247297497105*x_i_0 + 3.143442380313734*(0.001758191003457683*x_i_0 - 1)**2 - 587.2359561279608,0.000426086478911216*x_j_0 - 1787.373977447744*(1 - 2.494286845050339e-5*x_i_0)**2/(-0.9455464994234785*(0.001758191003457683*x_i_0 - 1)**2 - 136.162296908557) + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 - 0.2423436805632996,0.022222222222222223,0.022222222222222223,-2.4893864245286967,336383.84842776874,2.2554631053073853
0,20,1.03247297497105*x_i_0 + 3.143442380313734*(0.001758191003457683*x_i_0 - 1)**2 - 587.2359561279608,0.000426086478911216*x_j_0 - 1787.373977447744*(1 - 2.494286845050339e-5*x_i_0)**2/(-0.9455464994234785*(0.001758191003457683*x_i_0 - 1)**2 - 136.162296908557) + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 - 0.2423436805632996,0.15555555555555556,0.022222222222222223,0.9798808363310938,328222.56189443235,0.8139590461881255
1,0,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,0.3149617536283468,324939.26940207067,2.989287677169579
1,1,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-6.371732832943487,298660.91034440754,2.7670115822764796
1,2,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-28.46089286763519,307436.92409188487,1.3133375081182934
1,3,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-40.81729641155128,327586.4086716415,1.0323657465247393
1,4,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-38.45917354183251,337407.6305671637,1.0388254119795073
1,5,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,0.9294929879683519,307624.09869307943,1.422642168674467
1,6,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-23.6174477782046,333939.2113186961,1.3646541536185874
1,7,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-41.365482920205324,333635.44186063204,1.0460803461030848
1,8,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-41.2969045926633,334977.70011288684,1.0348023233043782
1,9,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-4.592199984502764,323930.2852796317,6.098031645203554
1,10,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-0.8888564368672176,374242.1913378123,2.399822287875953
1,11,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-3.081586213276651,356118.08954328514,1.9552381312701606
1,12,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-41.41793817895295,326429.5735859523,1.033834239772485
1,13,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,0.9005502028277628,408710.5435685996,1.1270011843781198
1,14,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-42.541944748376196,336389.4646988935,1.0903946909822317
1,15,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-24.941323051955,336995.86462314345,1.212032356740426
1,16,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-4.430895305991512,348160.8705033149,6.4259594662290045
1,17,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-41.674219405175116,335006.90166079113,1.0156130794089433
1,18,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,0.4733748138868973,361422.09552425385,1.399087101300069
1,19,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.022222222222222223,0.022222222222222223,-2.2870768312884686,331269.6113925918,2.4897750812375246
1,20,1.03876655461874*x_i_0 + 3.031374819296069*(0.001758191003457683*x_i_0 - 1)**2 - 590.8155328834501,0.0100637423720098*x_j_0 + 0.05873045950896661*(0.001758191003457683*x_j_0 - 1)**2 + 15.03107783061587*((1 - 2.283850691418725e-5*x_i_0)**2 + 0.1666858690982487/(0.0916191375702501*x_i_0 - 527.4728359020932))**2 - 5.72391870520226,0.17777777777777778,0.022222222222222223,0.9803352438328408,324964.58327040134,0.814243703254998
